DecisionTreeClassifier
{'acc_train': 0.9866666666666667, 'acc_val': 0.7823383084577115, 'f_train': 0.9597523219814241, 'f_val': 0.5599502768674427}
DecisionTreeClassifier
{'acc_train': 0.9933333333333333, 'acc_val': 0.8074903261470425, 'f_train': 0.9934853420195439, 'f_val': 0.6118327693483244}
DecisionTreeClassifier
{'acc_train': 0.9866666666666667, 'acc_val': 0.8206191265892758, 'f_train': 0.9771986970684039, 'f_val': 0.6383831443948242}
SVC
{'acc_train': 0.8766666666666667, 'acc_val': 0.806799336650083, 'f_train': 0.7359307359307359, 'f_val': 0.6040585181689475}
SVC
{'acc_train': 0.88, 'acc_val': 0.8373410724156993, 'f_train': 0.7488986784140971, 'f_val': 0.6801156525167565}
SVC
{'acc_train': 0.86, 'acc_val': 0.8416252072968491, 'f_train': 0.6790123456790124, 'f_val': 0.6906113825432457}
MultinomialNB
{'acc_train': 0.83, 'acc_val': 0.7704532891100055, 'f_train': 0.601965601965602, 'f_val': 0.5574540794532251}
MultinomialNB
{'acc_train': 0.84, 'acc_val': 0.8044499723604202, 'f_train': 0.6201550387596899, 'f_val': 0.6093875011112099}
MultinomialNB
{'acc_train': 0.8266666666666667, 'acc_val': 0.8040353786622443, 'f_train': 0.5961070559610705, 'f_val': 0.6088300220750552}
AdaBoostClassifier
{'acc_train': 0.93, 'acc_val': 0.8284964068546158, 'f_train': 0.8360128617363344, 'f_val': 0.6558743006784906}
AdaBoostClassifier
{'acc_train': 0.8666666666666667, 'acc_val': 0.8542012161415147, 'f_train': 0.6890459363957597, 'f_val': 0.7117203399976056}
AdaBoostClassifier
{'acc_train': 0.88, 'acc_val': 0.8648424543946932, 'f_train': 0.7407407407407408, 'f_val': 0.7443070917371504}
